vessel_call_id,vessel_name,voyage_no,customer_id,terminal_id,eta,ata,atd,total_moves_planned,total_moves_actual,status
378,HYUNDAI VICTORY,V190E,11,2,2025-08-07 16:30:00,2025-08-07 14:25:06.826,2025-08-08 05:25:06.826,1332,1277,Departed
379,MSC OSCAR,V577E,5,3,2025-08-07 19:00:00,2025-08-07 16:51:08.859,2025-08-08 11:51:08.859,566,543,Departed
380,WAN HAI 805,V465E,5,2,2025-08-08 10:45:00,2025-08-08 15:48:20.624,2025-08-10 00:48:20.624,2001,1872,Departed
381,EVER GIVEN,V677E,6,2,2025-08-08 06:30:00,2025-08-08 05:11:08.498,2025-08-10 00:11:08.498,2538,2526,Departed
382,CMA CGM MARCO POLO,V663E,2,1,2025-08-09 19:45:00,2025-08-09 21:03:36.380,2025-08-11 12:03:36.380,2602,2543,Departed
383,ONE APUS,V120E,5,1,2025-08-09 22:00:00,2025-08-09 23:30:58.247,2025-08-11 21:30:58.247,2083,1911,Departed
384,WAN HAI 805,V187E,11,1,2025-08-09 08:00:00,2025-08-09 04:12:45.352,2025-08-10 11:12:45.352,1397,1536,Departed
385,WAN HAI 805,V791E,10,1,2025-08-10 06:15:00,2025-08-10 07:22:47.039,2025-08-11 23:22:47.039,2451,2325,Departed
386,CMA CGM MARCO POLO,V372E,2,3,2025-08-10 01:15:00,2025-08-10 00:58:10.256,2025-08-11 21:58:10.256,740,669,Departed
387,HMM ALGECIRAS,V249E,8,1,2025-08-10 08:15:00,2025-08-10 08:57:20.040,2025-08-12 07:57:20.040,2008,1957,Departed
388,OOCL HONG KONG,V742E,9,2,2025-08-10 15:00:00,2025-08-10 15:19:38.895,2025-08-11 21:19:38.895,934,1016,Departed
389,YM WISDOM,V137E,6,2,2025-08-11 10:30:00,2025-08-11 10:07:00.802,2025-08-12 21:07:00.802,411,436,Departed
390,YM WISDOM,V334E,10,1,2025-08-11 18:15:00,2025-08-11 18:22:28.015,2025-08-12 21:22:28.015,689,706,Departed
391,YM WISDOM,V963E,1,3,2025-08-11 01:30:00,2025-08-10 21:30:00.000,2025-08-12 18:30:00.000,825,835,Departed
392,HMM ALGECIRAS,V531E,11,2,2025-08-11 17:15:00,2025-08-11 19:13:08.758,2025-08-13 07:13:08.758,415,433,Departed
393,CMA CGM MARCO POLO,V360E,11,1,2025-08-12 06:00:00,2025-08-12 05:06:26.694,2025-08-13 14:06:26.694,669,735,Departed
394,ZIM ROTTERDAM,V562E,11,3,2025-08-12 07:30:00,2025-08-12 05:43:52.509,2025-08-13 13:43:52.509,2126,2033,Departed
395,CMA CGM MARCO POLO,V182E,3,1,2025-08-12 04:45:00,2025-08-12 03:40:25.429,2025-08-13 04:40:25.429,2143,2034,Departed
396,MAERSK MADRID,V594E,1,1,2025-08-12 02:45:00,2025-08-11 23:48:29.702,2025-08-13 06:48:29.702,1434,1450,Departed
397,COSCO SHIPPING UNIVERSE,V204E,3,3,2025-08-13 05:15:00,2025-08-13 03:36:43.958,2025-08-13 20:36:43.958,2553,2657,Departed
398,EVER GIVEN,V573E,4,2,2025-08-13 05:00:00,2025-08-13 01:10:26.263,2025-08-14 12:10:26.263,1721,1720,Departed
399,HYUNDAI VICTORY,V627E,12,3,2025-08-13 13:00:00,2025-08-13 12:57:06.860,2025-08-14 11:57:06.860,1115,1101,Departed
400,OOCL HONG KONG,V265E,4,1,2025-08-14 22:30:00,2025-08-14 21:40:45.932,2025-08-15 11:40:45.932,1688,1769,Departed
401,HYUNDAI VICTORY,V325E,12,2,2025-08-14 09:15:00,2025-08-14 08:51:05.925,2025-08-15 09:51:05.925,431,439,Departed
402,EVER GIVEN,V819E,5,3,2025-08-14 03:15:00,2025-08-14 02:03:45.517,2025-08-14 21:03:45.517,1615,1586,Departed
403,HYUNDAI VICTORY,V425E,7,2,2025-08-14 06:15:00,2025-08-14 08:38:08.796,2025-08-15 07:38:08.796,1245,1226,Departed
404,WAN HAI 805,V857E,3,3,2025-08-15 07:45:00,2025-08-15 04:14:37.104,2025-08-17 02:14:37.104,1935,1960,Departed
405,MSC OSCAR,V954E,2,1,2025-08-15 05:15:00,2025-08-15 07:47:55.660,2025-08-16 15:47:55.660,2667,2872,Departed
406,MSC OSCAR,V568E,11,1,2025-08-15 00:30:00,2025-08-15 02:56:11.652,2025-08-16 12:56:11.652,1058,995,Departed
407,CMA CGM MARCO POLO,V694E,1,1,2025-08-15 10:00:00,2025-08-15 10:09:19.759,2025-08-16 17:09:19.759,2208,2107,Departed
408,MSC OSCAR,V898E,9,2,2025-08-16 11:30:00,2025-08-16 11:34:37.626,2025-08-17 16:34:37.626,2786,2959,Departed
409,MSC OSCAR,V620E,5,1,2025-08-16 13:30:00,2025-08-16 17:41:04.388,2025-08-18 02:41:04.388,688,631,Departed
410,WAN HAI 805,V318E,3,1,2025-08-16 14:45:00,2025-08-16 13:41:21.398,2025-08-17 19:41:21.398,2011,2065,Departed
411,MSC OSCAR,V402E,9,3,2025-08-16 18:45:00,2025-08-16 19:25:14.938,2025-08-18 01:25:14.938,556,548,Departed
412,EVER GIVEN,V731E,5,2,2025-08-17 01:45:00,2025-08-17 01:00:10.280,2025-08-18 23:00:10.280,746,760,Departed
413,WAN HAI 805,V607E,4,2,2025-08-17 07:00:00,2025-08-17 07:47:53.888,2025-08-19 01:47:53.888,1724,1584,Departed
414,HMM ALGECIRAS,V222E,2,2,2025-08-17 01:45:00,2025-08-17 02:34:53.049,2025-08-18 06:34:53.049,1266,1271,Departed
415,EVER GIVEN,V210E,5,2,2025-08-18 08:30:00,2025-08-18 08:34:30.051,2025-08-20 05:34:30.051,806,741,Departed
416,ZIM ROTTERDAM,V170E,7,2,2025-08-18 14:15:00,2025-08-18 14:54:28.263,2025-08-20 05:54:28.263,1437,1564,Departed
417,MAERSK MADRID,V707E,12,3,2025-08-19 09:30:00,2025-08-19 09:27:21.988,2025-08-20 14:27:21.988,2386,2493,Departed
418,MSC OSCAR,V439E,1,1,2025-08-19 12:15:00,2025-08-19 12:16:02.137,2025-08-20 08:16:02.137,1240,1239,Departed
419,WAN HAI 805,V953E,2,2,2025-08-20 03:15:00,2025-08-20 03:48:39.997,2025-08-21 15:48:39.997,637,620,Departed
420,EVER GIVEN,V859E,8,3,2025-08-20 07:15:00,2025-08-20 08:54:55.487,2025-08-21 13:54:55.487,1192,1160,Departed
421,WAN HAI 805,V905E,12,2,2025-08-20 17:45:00,2025-08-20 19:31:32.879,2025-08-22 04:31:32.879,2616,2556,Departed
422,MSC OSCAR,V582E,7,3,2025-08-20 23:00:00,2025-08-20 23:01:59.785,2025-08-21 14:01:59.785,2440,2544,Departed
423,OOCL HONG KONG,V930E,10,2,2025-08-21 03:45:00,2025-08-21 02:22:00.853,2025-08-23 00:22:00.853,1825,1911,Departed
424,HYUNDAI VICTORY,V589E,7,3,2025-08-21 13:45:00,2025-08-21 10:34:51.153,2025-08-22 17:34:51.153,1474,1521,Departed
425,ZIM ROTTERDAM,V673E,2,1,2025-08-21 05:15:00,2025-08-21 03:58:30.916,2025-08-21 21:58:30.916,2609,2569,Departed
426,ONE APUS,V337E,6,2,2025-08-22 09:45:00,2025-08-22 09:38:09.550,2025-08-23 11:38:09.550,1230,1350,Departed
427,MAERSK MADRID,V692E,5,3,2025-08-22 07:00:00,2025-08-22 07:02:47.856,2025-08-23 16:02:47.856,892,926,Departed
428,YM WISDOM,V348E,6,2,2025-08-22 20:15:00,2025-08-22 22:30:06.962,2025-08-23 13:30:06.962,660,663,Departed
429,OOCL HONG KONG,V321E,7,1,2025-08-22 15:00:00,2025-08-22 17:11:56.938,2025-08-24 02:11:56.938,1955,1824,Departed
430,WAN HAI 805,V875E,12,3,2025-08-23 13:45:00,2025-08-23 13:05:00.885,2025-08-25 01:05:00.885,1210,1194,Departed
431,WAN HAI 805,V759E,7,3,2025-08-23 06:30:00,2025-08-23 06:02:09.851,2025-08-24 15:02:09.851,547,563,Departed
432,ZIM ROTTERDAM,V514E,3,1,2025-08-24 21:30:00,2025-08-24 22:06:21.494,2025-08-26 18:06:21.494,803,759,Departed
433,MAERSK MADRID,V754E,8,3,2025-08-24 23:30:00,2025-08-24 20:43:53.421,2025-08-25 19:43:53.421,869,916,Departed
434,MSC OSCAR,V263E,3,3,2025-08-24 16:30:00,2025-08-24 19:59:08.221,2025-08-26 19:59:08.221,2558,2514,Departed
435,HMM ALGECIRAS,V987E,6,1,2025-08-24 00:15:00,2025-08-23 23:09:43.874,2025-08-25 09:09:43.874,2741,2717,Departed
436,OOCL HONG KONG,V656E,10,1,2025-08-25 21:30:00,2025-08-25 21:13:53.623,2025-08-27 13:13:53.623,1929,1974,Departed
437,MAERSK MADRID,V439E,9,1,2025-08-25 05:30:00,2025-08-25 06:12:58.396,2025-08-26 10:12:58.396,687,623,Departed
438,ZIM ROTTERDAM,V812E,5,3,2025-08-25 15:45:00,2025-08-25 14:08:44.262,2025-08-26 20:08:44.262,1075,1012,Departed
439,HMM ALGECIRAS,V167E,6,3,2025-08-26 16:00:00,2025-08-26 15:51:51.474,2025-08-27 05:51:51.474,2027,1990,Departed
440,CMA CGM MARCO POLO,V795E,8,3,2025-08-26 15:00:00,2025-08-26 15:54:10.585,2025-08-28 00:54:10.585,994,1008,Departed
441,COSCO SHIPPING UNIVERSE,V496E,5,3,2025-08-26 07:15:00,2025-08-26 06:13:04.226,2025-08-27 19:13:04.226,2102,2162,Departed
442,MSC OSCAR,V881E,8,1,2025-08-27 06:45:00,2025-08-27 06:37:16.221,2025-08-28 04:37:16.221,2140,2336,Departed
443,MSC OSCAR,V239E,10,1,2025-08-27 05:30:00,2025-08-27 03:07:39.595,2025-08-28 14:07:39.595,873,855,Departed
444,CMA CGM MARCO POLO,V357E,9,3,2025-08-28 04:45:00,2025-08-28 04:32:33.598,2025-08-29 04:32:33.598,2663,2792,Departed
445,HMM ALGECIRAS,V417E,3,3,2025-08-28 17:45:00,2025-08-28 17:57:13.765,2025-08-29 19:57:13.765,2173,2254,Departed
446,ONE APUS,V274E,11,1,2025-08-28 05:15:00,2025-08-28 01:15:00.000,2025-08-28 17:15:00.000,547,500,Departed
447,MAERSK MADRID,V723E,10,2,2025-08-29 17:00:00,2025-08-29 16:00:57.565,2025-08-31 05:00:57.565,623,655,Departed
448,WAN HAI 805,V400E,3,1,2025-08-29 00:15:00,2025-08-28 21:56:29.452,2025-08-30 17:56:29.452,1415,1431,Departed
449,HMM ALGECIRAS,V808E,3,3,2025-08-29 14:00:00,2025-08-29 17:25:34.236,2025-08-30 09:25:34.236,851,835,Departed
450,OOCL HONG KONG,V561E,2,2,2025-08-29 17:30:00,2025-08-29 15:50:29.150,2025-08-31 07:50:29.150,2516,2310,Departed
451,CMA CGM MARCO POLO,V464E,11,1,2025-08-30 09:00:00,2025-08-30 08:39:17.427,2025-09-01 07:39:17.427,2287,2248,Departed
452,MAERSK MADRID,V456E,3,2,2025-08-30 00:45:00,2025-08-30 00:09:28.062,2025-08-30 14:09:28.062,1347,1279,Departed
453,YM WISDOM,V400E,12,3,2025-08-30 08:30:00,2025-08-30 08:41:04.815,2025-08-31 21:41:04.815,2752,2808,Departed
454,ZIM ROTTERDAM,V898E,2,1,2025-08-30 09:00:00,2025-08-30 07:29:43.095,2025-08-31 01:29:43.095,1291,1293,Departed
455,MAERSK MADRID,V401E,10,1,2025-08-31 04:45:00,2025-08-31 02:19:08.845,2025-09-01 04:19:08.845,622,584,Departed
456,ZIM ROTTERDAM,V801E,12,3,2025-08-31 11:45:00,2025-08-31 08:31:48.672,2025-09-01 12:31:48.672,1195,1271,Departed
457,YM WISDOM,V476E,6,2,2025-08-31 17:45:00,2025-08-31 20:15:20.417,2025-09-01 19:15:20.417,1520,1520,Departed
458,EVER GIVEN,V310E,3,2,2025-09-01 16:15:00,2025-09-01 17:52:23.191,2025-09-03 02:52:23.191,613,561,Departed
459,OOCL HONG KONG,V574E,9,1,2025-09-01 09:15:00,2025-09-01 08:35:43.267,2025-09-02 15:35:43.267,2160,2252,Departed
460,ZIM ROTTERDAM,V288E,8,3,2025-09-01 21:15:00,2025-09-01 20:07:59.832,2025-09-03 09:07:59.832,1350,1391,Departed
461,YM WISDOM,V310E,8,2,2025-09-01 00:00:00,2025-09-01 00:19:55.637,2025-09-02 08:19:55.637,1579,1594,Departed
462,WAN HAI 805,V752E,8,2,2025-09-02 03:00:00,2025-09-02 03:45:07.217,2025-09-03 11:45:07.217,687,724,Departed
463,COSCO SHIPPING UNIVERSE,V899E,1,3,2025-09-02 10:00:00,2025-09-02 12:01:30.963,2025-09-03 21:01:30.963,813,852,Departed
464,YM WISDOM,V518E,6,3,2025-09-03 21:00:00,2025-09-03 21:36:25.515,2025-09-05 06:36:25.515,1072,1033,Departed
465,COSCO SHIPPING UNIVERSE,V465E,3,3,2025-09-03 21:45:00,2025-09-03 20:35:20.167,2025-09-05 12:35:20.167,2623,2555,Departed
466,CMA CGM MARCO POLO,V865E,8,1,2025-09-03 23:15:00,2025-09-03 19:15:00.000,2025-09-05 12:15:00.000,1630,1502,Departed
467,ZIM ROTTERDAM,V743E,12,3,2025-09-03 04:30:00,2025-09-03 07:50:45.411,2025-09-05 01:50:45.411,1147,1057,Departed
468,HMM ALGECIRAS,V695E,6,3,2025-09-04 09:45:00,2025-09-04 08:16:18.847,2025-09-06 01:16:18.847,1760,1623,Departed
469,HYUNDAI VICTORY,V352E,12,1,2025-09-04 08:30:00,2025-09-04 07:21:22.439,2025-09-06 04:21:22.439,1981,1904,Departed
470,MSC OSCAR,V386E,12,3,2025-09-04 12:30:00,2025-09-04 13:19:43.694,2025-09-06 10:19:43.694,2252,2199,Departed
471,WAN HAI 805,V455E,2,2,2025-09-04 02:45:00,2025-09-04 01:59:20.118,2025-09-05 02:59:20.118,2332,2208,Departed
472,ZIM ROTTERDAM,V455E,11,3,2025-09-05 07:15:00,2025-09-05 09:09:38.050,2025-09-06 21:09:38.050,879,937,Departed
473,OOCL HONG KONG,V812E,9,1,2025-09-05 11:00:00,2025-09-05 08:46:04.097,2025-09-06 08:46:04.097,1296,1284,Departed
474,ZIM ROTTERDAM,V569E,4,3,2025-09-05 22:15:00,2025-09-06 00:25:18.430,2025-09-07 12:25:18.430,1329,1220,Departed
475,CMA CGM MARCO POLO,V226E,3,3,2025-09-06 11:30:00,2025-09-06 10:23:27.675,2025-09-07 02:23:27.675,1123,1051,Departed
476,MAERSK MADRID,V232E,10,2,2025-09-06 15:45:00,2025-09-06 14:02:05.430,2025-09-08 05:02:05.430,1912,1866,Departed
477,WAN HAI 805,V476E,5,2,2025-09-06 22:15:00,2025-09-07 00:03:58.404,2025-09-08 17:03:58.404,2287,2456,Departed
478,EVER GIVEN,V632E,8,3,2025-09-07 20:45:00,2025-09-07 21:13:39.182,2025-09-08 19:13:39.182,1921,1893,Departed
479,MSC OSCAR,V258E,10,3,2025-09-07 06:15:00,2025-09-07 08:00:21.024,2025-09-09 02:00:21.024,2372,2371,Departed
480,ZIM ROTTERDAM,V556E,5,2,2025-09-08 22:45:00,2025-09-08 21:23:19.142,2025-09-09 12:23:19.142,607,644,Departed
481,EVER GIVEN,V641E,6,1,2025-09-08 18:45:00,2025-09-08 16:25:55.095,2025-09-09 11:25:55.095,862,911,Departed
482,HMM ALGECIRAS,V186E,11,1,2025-09-08 22:15:00,2025-09-08 19:38:40.436,2025-09-09 14:38:40.436,1792,1817,Departed
483,EVER GIVEN,V890E,2,1,2025-09-09 01:30:00,2025-09-09 02:01:12.284,2025-09-11 02:01:12.284,2096,2053,Departed
484,COSCO SHIPPING UNIVERSE,V759E,12,3,2025-09-09 12:00:00,2025-09-09 17:02:51.115,2025-09-11 10:02:51.115,1156,1200,Departed
485,CMA CGM MARCO POLO,V354E,5,2,2025-09-10 10:00:00,2025-09-10 11:19:15.300,2025-09-11 11:19:15.300,586,545,Departed
486,CMA CGM MARCO POLO,V127E,3,1,2025-09-10 04:30:00,2025-09-10 04:36:19.344,2025-09-11 22:36:19.344,1568,1543,Departed
487,MSC OSCAR,V582E,5,1,2025-09-10 14:45:00,2025-09-10 15:11:17.145,2025-09-12 01:11:17.145,2252,2305,Departed
488,MAERSK MADRID,V310E,10,2,2025-09-10 06:15:00,2025-09-10 06:55:06.580,2025-09-11 21:55:06.580,476,480,Departed
489,CMA CGM MARCO POLO,V377E,1,2,2025-09-11 11:45:00,2025-09-11 09:58:54.654,2025-09-13 07:58:54.654,1893,1949,Departed
490,HYUNDAI VICTORY,V852E,8,1,2025-09-11 20:45:00,2025-09-11 18:21:29.686,2025-09-13 06:21:29.686,2274,2287,Departed
491,WAN HAI 805,V922E,5,1,2025-09-12 17:00:00,2025-09-12 18:19:40.896,2025-09-14 13:19:40.896,2163,2161,Departed
492,OOCL HONG KONG,V233E,12,2,2025-09-12 13:00:00,2025-09-12 13:45:23.554,2025-09-13 23:45:23.554,510,503,Departed
493,WAN HAI 805,V579E,6,2,2025-09-12 05:00:00,2025-09-12 04:07:35.404,2025-09-13 12:07:35.404,1231,1253,Departed
494,ONE APUS,V842E,7,2,2025-09-13 08:30:00,2025-09-13 08:38:47.829,2025-09-15 01:38:47.829,2372,2401,Departed
495,MAERSK MADRID,V667E,3,1,2025-09-13 09:45:00,2025-09-13 10:05:48.985,2025-09-15 07:05:48.985,2090,2123,Departed
496,WAN HAI 805,V112E,4,3,2025-09-13 19:45:00,2025-09-13 21:23:20.346,2025-09-15 11:23:20.346,1202,1271,Departed
497,YM WISDOM,V950E,7,2,2025-09-13 07:45:00,2025-09-13 07:04:55.940,2025-09-14 17:04:55.940,1283,1208,Departed
498,HYUNDAI VICTORY,V273E,8,2,2025-09-14 04:00:00,2025-09-14 00:00:00.000,2025-09-15 01:00:00.000,958,870,Departed
499,ONE APUS,V849E,5,1,2025-09-14 00:15:00,2025-09-13 23:51:51.990,2025-09-14 16:51:51.990,1658,1625,Departed
500,COSCO SHIPPING UNIVERSE,V462E,7,3,2025-09-15 07:15:00,2025-09-15 07:34:27.305,2025-09-16 02:34:27.305,987,987,Departed
501,COSCO SHIPPING UNIVERSE,V999E,1,1,2025-09-15 13:30:00,2025-09-15 13:30:21.930,2025-09-16 11:30:21.930,2589,2619,Departed
502,ZIM ROTTERDAM,V614E,7,2,2025-09-16 04:00:00,2025-09-16 05:33:38.999,2025-09-17 20:33:38.999,1375,1412,Departed
503,WAN HAI 805,V836E,6,1,2025-09-16 23:15:00,2025-09-17 01:14:17.341,2025-09-18 16:14:17.341,2796,2906,Departed
504,HYUNDAI VICTORY,V159E,8,1,2025-09-17 15:30:00,2025-09-17 16:47:50.405,2025-09-19 10:47:50.405,2122,2203,Departed
505,ONE APUS,V577E,11,2,2025-09-17 05:30:00,2025-09-17 03:33:54.052,2025-09-19 00:33:54.052,2039,1997,Departed
506,HYUNDAI VICTORY,V853E,2,1,2025-09-17 10:45:00,2025-09-17 08:48:44.987,2025-09-18 12:48:44.987,798,800,Departed
507,EVER GIVEN,V907E,6,2,2025-09-17 21:00:00,2025-09-17 22:53:06.411,2025-09-18 21:53:06.411,1470,1563,Departed
508,COSCO SHIPPING UNIVERSE,V879E,4,1,2025-09-18 17:45:00,2025-09-18 22:48:26.500,2025-09-20 10:48:26.500,937,915,Departed
509,MAERSK MADRID,V686E,1,2,2025-09-18 14:45:00,2025-09-18 14:20:48.530,2025-09-20 12:20:48.530,1452,1291,Departed
510,MAERSK MADRID,V158E,7,1,2025-09-18 01:30:00,2025-09-18 01:32:00.498,2025-09-19 08:32:00.498,2257,2359,Departed
511,OOCL HONG KONG,V177E,2,3,2025-09-19 02:15:00,2025-09-19 00:56:26.365,2025-09-20 14:56:26.365,430,448,Departed
512,YM WISDOM,V807E,4,2,2025-09-19 09:15:00,2025-09-19 09:28:03.940,2025-09-20 01:28:03.940,2658,2667,Departed
513,CMA CGM MARCO POLO,V868E,4,1,2025-09-20 07:00:00,2025-09-20 05:36:54.941,2025-09-22 01:36:54.941,548,529,Departed
514,YM WISDOM,V763E,5,2,2025-09-20 01:00:00,2025-09-19 22:34:51.853,2025-09-21 08:34:51.853,2430,2391,Departed
515,MAERSK MADRID,V949E,12,3,2025-09-21 21:30:00,2025-09-22 00:15:41.166,2025-09-23 08:15:41.166,2787,2848,Departed
516,MAERSK MADRID,V818E,4,3,2025-09-21 17:45:00,2025-09-21 19:46:06.318,2025-09-23 12:46:06.318,1340,1316,Departed
517,MSC OSCAR,V542E,1,1,2025-09-22 12:30:00,2025-09-22 10:21:45.666,2025-09-23 08:21:45.666,2515,2474,Departed
518,YM WISDOM,V735E,1,1,2025-09-22 11:15:00,2025-09-22 13:19:57.095,2025-09-24 07:19:57.095,464,458,Departed
519,ZIM ROTTERDAM,V477E,3,3,2025-09-22 10:30:00,2025-09-22 10:40:38.909,2025-09-23 21:40:38.909,1263,1231,Departed
520,YM WISDOM,V368E,2,3,2025-09-23 21:15:00,2025-09-23 17:15:00.000,2025-09-24 09:15:00.000,1141,1164,Departed
521,CMA CGM MARCO POLO,V862E,10,1,2025-09-23 05:00:00,2025-09-23 05:52:33.079,2025-09-24 01:52:33.079,2168,2139,Departed
522,ONE APUS,V358E,11,2,2025-09-23 14:15:00,2025-09-23 13:48:43.663,2025-09-24 15:48:43.663,1566,1574,Departed
523,WAN HAI 805,V128E,7,1,2025-09-23 17:00:00,2025-09-23 16:58:27.183,2025-09-24 20:58:27.183,943,1010,Departed
524,WAN HAI 805,V882E,9,1,2025-09-24 15:30:00,2025-09-24 15:30:19.693,2025-09-25 21:30:19.693,2333,2282,Departed
525,WAN HAI 805,V988E,9,1,2025-09-24 23:30:00,2025-09-25 00:39:33.715,2025-09-26 14:39:33.715,2257,2338,Departed
526,YM WISDOM,V491E,10,2,2025-09-24 19:15:00,2025-09-24 20:09:57.656,2025-09-26 07:09:57.656,589,547,Departed
527,OOCL HONG KONG,V313E,6,3,2025-09-25 02:45:00,2025-09-25 01:16:54.709,2025-09-25 21:16:54.709,502,468,Departed
528,WAN HAI 805,V746E,9,3,2025-09-25 10:45:00,2025-09-25 09:46:32.385,2025-09-26 20:46:32.385,2565,2552,Departed
529,COSCO SHIPPING UNIVERSE,V832E,7,1,2025-09-25 11:15:00,2025-09-25 12:50:55.868,2025-09-27 07:50:55.868,576,561,Departed
530,HYUNDAI VICTORY,V990E,1,1,2025-09-25 13:30:00,2025-09-25 13:16:18.035,2025-09-26 22:16:18.035,855,940,Departed
531,WAN HAI 805,V692E,6,1,2025-09-26 10:30:00,2025-09-26 15:50:11.017,2025-09-27 08:50:11.017,1415,1381,Departed
532,CMA CGM MARCO POLO,V127E,12,3,2025-09-26 06:15:00,2025-09-26 10:14:49.710,2025-09-27 11:14:49.710,2187,2035,Departed
533,WAN HAI 805,V790E,7,3,2025-09-26 19:45:00,2025-09-26 21:48:18.401,2025-09-28 18:48:18.401,1382,1351,Departed
534,HMM ALGECIRAS,V815E,2,1,2025-09-27 04:15:00,2025-09-27 04:07:42.276,2025-09-29 01:07:42.276,557,540,Departed
535,ONE APUS,V462E,7,3,2025-09-27 08:30:00,2025-09-27 07:30:19.993,2025-09-28 03:30:19.993,1746,1695,Departed
536,OOCL HONG KONG,V622E,7,3,2025-09-27 02:30:00,2025-09-27 04:59:23.144,2025-09-28 07:59:23.144,2389,2314,Departed
537,ONE APUS,V564E,9,1,2025-09-28 22:15:00,2025-09-29 00:09:52.786,2025-09-30 07:09:52.786,525,493,Departed
538,YM WISDOM,V211E,9,1,2025-09-28 02:00:00,2025-09-28 02:57:58.725,2025-09-29 07:57:58.725,904,956,Departed
539,EVER GIVEN,V390E,11,3,2025-09-28 01:30:00,2025-09-28 00:58:27.829,2025-09-29 17:58:27.829,911,889,Departed
540,ONE APUS,V816E,5,2,2025-09-29 14:00:00,2025-09-29 13:17:40.159,2025-09-30 12:17:40.159,2311,2373,Departed
541,HMM ALGECIRAS,V389E,8,2,2025-09-29 09:30:00,2025-09-29 05:30:00.000,2025-09-29 22:30:00.000,2796,2815,Departed
542,HYUNDAI VICTORY,V510E,3,3,2025-09-29 23:45:00,2025-09-30 01:03:08.664,2025-10-01 09:03:08.664,1292,1357,Departed
543,OOCL HONG KONG,V997E,9,2,2025-09-29 02:30:00,2025-09-29 04:46:18.961,2025-09-30 00:46:18.961,2209,2245,Departed
544,EVER GIVEN,V390E,11,3,2025-09-30 13:30:00,2025-09-30 12:43:52.883,2025-10-02 07:43:52.883,2799,3035,Departed
545,MAERSK MADRID,V203E,11,1,2025-09-30 05:30:00,2025-09-30 02:59:32.593,2025-09-30 19:59:32.593,542,522,Departed
546,MAERSK MADRID,V447E,9,1,2025-10-01 09:30:00,2025-10-01 12:13:21.491,2025-10-03 10:13:21.491,1789,1841,Departed
547,ONE APUS,V265E,10,3,2025-10-01 11:45:00,2025-10-01 12:26:42.512,2025-10-02 03:26:42.512,1158,1069,Departed
548,EVER GIVEN,V686E,8,3,2025-10-02 20:30:00,2025-10-02 18:59:16.921,2025-10-03 22:59:16.921,1696,1634,Departed
549,COSCO SHIPPING UNIVERSE,V478E,7,2,2025-10-02 17:30:00,2025-10-02 18:09:32.416,2025-10-03 11:09:32.416,1155,1109,Departed
550,COSCO SHIPPING UNIVERSE,V385E,9,2,2025-10-03 18:15:00,2025-10-03 17:55:03.624,2025-10-05 05:55:03.624,2418,2353,Departed
551,CMA CGM MARCO POLO,V268E,2,2,2025-10-03 15:30:00,2025-10-03 15:16:32.643,2025-10-04 11:16:32.643,1326,1265,Departed
552,MSC OSCAR,V646E,10,3,2025-10-03 19:45:00,2025-10-03 20:30:41.328,2025-10-04 23:30:41.328,862,870,Departed
553,EVER GIVEN,V472E,10,2,2025-10-04 20:00:00,2025-10-04 20:40:52.978,2025-10-06 03:40:52.978,891,934,Departed
554,CMA CGM MARCO POLO,V395E,1,1,2025-10-04 13:30:00,2025-10-04 14:10:12.906,2025-10-05 08:10:12.906,2126,2129,Departed
555,OOCL HONG KONG,V454E,10,3,2025-10-04 07:30:00,2025-10-04 06:53:52.610,2025-10-05 19:53:52.610,415,452,Departed
556,COSCO SHIPPING UNIVERSE,V686E,12,1,2025-10-05 10:45:00,2025-10-05 11:54:35.228,2025-10-06 21:54:35.228,1506,1405,Departed
557,MSC OSCAR,V801E,6,2,2025-10-05 08:45:00,2025-10-05 07:30:42.391,2025-10-06 10:30:42.391,1379,1268,Departed
558,COSCO SHIPPING UNIVERSE,V644E,9,3,2025-10-06 22:15:00,2025-10-06 21:48:21.832,2025-10-07 13:48:21.832,1823,1863,Departed
559,COSCO SHIPPING UNIVERSE,V433E,8,2,2025-10-06 05:15:00,2025-10-06 04:55:31.345,2025-10-07 19:55:31.345,2350,2290,Departed
560,EVER GIVEN,V955E,1,2,2025-10-06 21:15:00,2025-10-06 21:38:14.401,2025-10-07 22:38:14.401,2409,2422,Departed
561,YM WISDOM,V774E,5,1,2025-10-07 16:30:00,2025-10-07 15:35:14.514,2025-10-08 22:35:14.514,1811,1803,Departed
562,YM WISDOM,V588E,7,1,2025-10-07 19:45:00,2025-10-07 20:07:03.792,2025-10-08 12:07:03.792,917,988,Departed
563,OOCL HONG KONG,V220E,7,2,2025-10-08 04:45:00,2025-10-08 04:30:14.887,2025-10-09 02:30:14.887,2659,2656,Departed
564,MSC OSCAR,V161E,3,2,2025-10-08 21:15:00,2025-10-08 17:15:00.000,2025-10-10 01:15:00.000,720,734,Departed
565,OOCL HONG KONG,V322E,5,3,2025-10-08 10:30:00,2025-10-08 13:38:32.518,2025-10-09 19:38:32.518,1256,1279,Departed
566,MAERSK MADRID,V974E,10,1,2025-10-08 08:15:00,2025-10-08 05:44:11.295,2025-10-09 15:44:11.295,684,685,Departed
567,WAN HAI 805,V235E,3,3,2025-10-09 03:00:00,2025-10-09 02:43:14.204,2025-10-10 20:43:14.204,2785,3057,Departed
