gate_txn_id,truck_plate,container_no,customer_id,terminal_id,direction,gate_in_time,gate_out_time,shift_id
37273,E89674,HLXU2567543,4,3,IN,2025-08-20 22:27:00,2025-08-20 23:22:00,3
37274,E45533,COSU8963401,9,4,IN,2025-08-20 20:48:00,2025-08-20 21:44:00,2
37275,D98026,CMAU7726002,7,2,OUT,2025-08-20 07:35:00,2025-08-20 08:17:00,1
37276,C25994,MSKU9035515,6,1,OUT,2025-08-20 19:13:00,2025-08-20 20:09:00,2
37277,C47927,COSU6823833,11,1,OUT,2025-08-20 14:58:00,2025-08-20 15:51:00,2
37278,A83868,COSU5389583,7,2,OUT,2025-08-20 12:20:00,2025-08-20 13:08:00,1
37279,B80448,COSU4305232,11,3,OUT,2025-08-20 11:27:00,2025-08-20 12:17:00,1
37280,B46893,MSCU7555311,12,2,IN,2025-08-20 13:28:00,2025-08-20 14:09:00,1
37281,E98267,MSKU8201134,12,2,OUT,2025-08-20 11:18:00,2025-08-20 12:35:00,1
37282,E53165,EGLV3456426,7,4,OUT,2025-08-20 08:32:00,2025-08-20 08:37:00,1
37283,C58018,ONEU4848271,9,3,OUT,2025-08-20 14:07:00,2025-08-20 15:03:00,2
37284,E61000,EGLV4747737,9,1,OUT,2025-08-20 19:58:00,2025-08-20 21:08:00,2
37285,A19406,HLXU9384990,3,2,OUT,2025-08-20 16:28:00,2025-08-20 16:52:00,2
37286,C20185,HLXU2106550,6,1,IN,2025-08-20 05:29:00,2025-08-20 06:23:00,3
37287,C71017,MSCU6904934,10,1,OUT,2025-08-20 15:51:00,2025-08-20 21:20:00,2
37288,B91966,COSU3151319,2,1,OUT,2025-08-20 09:58:00,2025-08-20 10:37:00,1
37289,E12475,COSU1499992,4,1,IN,2025-08-20 05:22:00,2025-08-20 06:16:00,3
37290,C15026,CMAU1539279,4,3,IN,2025-08-20 22:07:00,2025-08-20 23:00:00,3
37291,B75742,HLXU3264194,12,3,IN,2025-08-20 07:31:00,2025-08-20 08:16:00,1
37292,F30127,CMAU7433423,6,1,OUT,2025-08-20 20:58:00,2025-08-20 22:22:00,2
37293,F83179,COSU2208594,5,3,OUT,2025-08-20 11:38:00,2025-08-20 12:05:00,1
37294,B32172,COSU8398084,6,1,IN,2025-08-20 15:14:00,2025-08-20 16:12:00,2
37295,E86877,HLXU6507671,8,3,OUT,2025-08-20 15:36:00,2025-08-20 16:44:00,2
37296,C58549,MSKU4698060,3,2,OUT,2025-08-20 11:14:00,2025-08-20 11:56:00,1
37297,C83015,HLXU8918383,6,4,OUT,2025-08-20 13:44:00,2025-08-20 14:20:00,1
37298,F30358,CMAU6295425,3,1,IN,2025-08-20 19:35:00,2025-08-20 20:22:00,2
37299,B34097,CMAU1272434,2,1,IN,2025-08-21 11:51:00,2025-08-21 12:29:00,1
37300,E85013,MSCU7080074,12,3,OUT,2025-08-21 15:49:00,2025-08-21 16:36:00,2
37301,C89416,EGLV9034421,12,3,OUT,2025-08-21 19:06:00,2025-08-21 20:07:00,2
37302,F47777,HLXU9252642,7,2,IN,2025-08-21 11:57:00,2025-08-21 12:09:00,1
37303,F21682,HLXU6426709,4,3,IN,2025-08-21 23:11:00,2025-08-22 00:08:00,3
37304,C42118,HLXU1544729,3,1,OUT,2025-08-21 15:40:00,2025-08-21 16:24:00,2
37305,A12467,HLXU7970744,10,1,OUT,2025-08-21 20:58:00,2025-08-21 21:34:00,2
37306,A62695,ONEU4066458,2,3,IN,2025-08-21 09:19:00,2025-08-21 09:49:00,1
37307,D86627,COSU8731301,5,2,OUT,2025-08-21 12:37:00,2025-08-21 13:37:00,1
37308,D53588,COSU5193410,5,2,OUT,2025-08-21 10:34:00,2025-08-21 11:19:00,1
37309,B65453,COSU7282354,6,1,OUT,2025-08-21 20:01:00,2025-08-21 21:10:00,2
37310,D59729,EGLV2701544,12,1,IN,2025-08-21 08:23:00,2025-08-21 09:21:00,1
37311,B36899,ONEU1889030,2,1,OUT,2025-08-21 18:31:00,2025-08-21 19:02:00,2
37312,B83896,ONEU7606521,1,1,OUT,2025-08-21 21:35:00,2025-08-22 01:23:00,2
37313,D78548,HLXU3885370,2,1,OUT,2025-08-21 13:51:00,2025-08-21 15:09:00,1
37314,C77857,ONEU8767569,8,4,IN,2025-08-21 07:56:00,2025-08-21 08:36:00,1
37315,D57269,ONEU2641435,9,2,OUT,2025-08-21 20:54:00,2025-08-21 21:28:00,2
37316,F75701,MSCU3617220,6,3,OUT,2025-08-21 15:47:00,2025-08-21 16:55:00,2
37317,B79160,EGLV4126295,12,3,IN,2025-08-21 17:28:00,2025-08-21 17:37:00,2
37318,E52920,ONEU3310195,5,1,OUT,2025-08-21 13:07:00,2025-08-21 13:54:00,1
37319,F97998,EGLV8674043,7,4,IN,2025-08-21 21:17:00,2025-08-21 22:35:00,2
37320,D62096,HLXU3346118,1,3,OUT,2025-08-21 22:55:00,2025-08-21 23:24:00,3
37321,E61382,CMAU1825934,9,3,OUT,2025-08-21 07:53:00,2025-08-21 08:49:00,1
37322,F53198,HLXU9626531,6,1,OUT,2025-08-21 18:40:00,2025-08-21 19:29:00,2
37323,A25173,EGLV9092649,12,2,IN,2025-08-21 18:02:00,2025-08-21 18:57:00,2
37324,B89026,MSKU3497129,7,4,OUT,2025-08-21 21:07:00,2025-08-21 22:06:00,2
37325,E75027,MSCU5304264,10,3,OUT,2025-08-21 05:29:00,2025-08-21 06:58:00,3
37326,B78509,MSCU2532762,10,2,IN,2025-08-21 05:10:00,2025-08-21 08:42:00,3
37327,C71153,EGLV9347880,2,1,OUT,2025-08-21 21:12:00,2025-08-21 21:34:00,2
37328,D38769,MSCU3326221,5,1,IN,2025-08-21 15:44:00,2025-08-21 16:30:00,2
37329,E71174,MSKU6817945,3,2,IN,2025-08-21 13:24:00,2025-08-21 14:20:00,1
37330,D53933,MSKU4945693,3,1,IN,2025-08-21 18:13:00,2025-08-21 18:41:00,2
37331,A19260,EGLV1363136,5,1,OUT,2025-08-21 23:30:00,2025-08-21 23:51:00,3
37332,A96977,CMAU7868403,6,1,IN,2025-08-21 11:16:00,2025-08-21 12:04:00,1
37333,F30922,MSCU3613227,10,4,IN,2025-08-21 13:53:00,2025-08-21 14:27:00,1
37334,D65141,CMAU7953166,2,3,IN,2025-08-21 09:06:00,2025-08-21 09:54:00,1
37335,B18488,MSCU4511807,1,2,OUT,2025-08-21 14:55:00,2025-08-21 15:28:00,2
37336,B78660,MSKU2517203,12,3,OUT,2025-08-21 23:31:00,2025-08-22 00:20:00,3
37337,F72285,COSU4757515,4,4,OUT,2025-08-21 20:13:00,2025-08-21 20:35:00,2
37338,A55781,MSCU3796290,6,2,OUT,2025-08-21 09:05:00,2025-08-21 09:50:00,1
37339,A81722,CMAU3258057,4,4,IN,2025-08-21 09:55:00,2025-08-21 10:47:00,1
37340,A65719,HLXU8798164,1,3,OUT,2025-08-21 18:00:00,2025-08-21 18:56:00,2
37341,E42308,MSCU7677731,7,4,OUT,2025-08-21 17:20:00,2025-08-21 18:20:00,2
37342,C98776,EGLV6245224,2,2,OUT,2025-08-21 08:18:00,2025-08-21 09:17:00,1
37343,C52463,CMAU3593305,5,3,IN,2025-08-21 06:42:00,2025-08-21 11:11:00,1
37344,A38428,CMAU9585119,8,3,IN,2025-08-21 17:45:00,2025-08-21 18:21:00,2
37345,F64337,HLXU4297252,12,4,OUT,2025-08-21 19:28:00,2025-08-21 19:40:00,2
37346,F41314,MSCU4480497,12,3,IN,2025-08-21 19:30:00,2025-08-21 20:17:00,2
37347,B43190,MSKU4214475,1,4,IN,2025-08-21 15:25:00,2025-08-21 15:52:00,2
37348,A23437,ONEU9347785,7,3,OUT,2025-08-21 06:50:00,2025-08-21 07:18:00,1
37349,D29921,CMAU4002512,10,2,IN,2025-08-21 18:22:00,2025-08-21 18:57:00,2
37350,F68018,HLXU6324740,1,1,IN,2025-08-21 14:17:00,2025-08-21 17:44:00,2
37351,B95821,EGLV2796323,6,4,IN,2025-08-21 22:00:00,2025-08-21 22:47:00,3
37352,B66302,MSKU2924330,1,3,OUT,2025-08-21 16:43:00,2025-08-21 17:19:00,2
37353,D54096,ONEU5292453,7,3,OUT,2025-08-21 06:16:00,2025-08-21 07:07:00,1
37354,E61311,MSKU1847486,1,2,IN,2025-08-21 22:29:00,2025-08-21 23:28:00,3
37355,C76948,MSKU4335787,12,2,IN,2025-08-21 14:35:00,2025-08-21 15:22:00,2
37356,C91244,MSKU7546479,8,4,OUT,2025-08-21 19:44:00,2025-08-21 20:36:00,2
37357,C84156,ONEU3822148,1,2,OUT,2025-08-21 14:44:00,2025-08-21 15:13:00,2
37358,D11187,EGLV3836823,8,2,IN,2025-08-21 17:15:00,2025-08-21 18:24:00,2
37359,E22098,COSU8892259,7,3,IN,2025-08-21 20:08:00,2025-08-21 20:18:00,2
37360,B73564,COSU4911310,9,2,OUT,2025-08-21 05:09:00,2025-08-21 06:17:00,3
37361,C81164,MSCU1143912,1,1,OUT,2025-08-21 09:39:00,2025-08-21 10:02:00,1
37362,A92932,EGLV2915925,4,2,IN,2025-08-21 20:39:00,2025-08-21 21:28:00,2
37363,F65936,ONEU4219308,4,1,IN,2025-08-21 11:37:00,2025-08-21 12:08:00,1
37364,E61045,ONEU5703958,7,1,OUT,2025-08-21 06:31:00,2025-08-21 07:15:00,1
37365,D46980,HLXU3881232,7,2,IN,2025-08-21 12:54:00,2025-08-21 13:59:00,1
37366,C48772,ONEU1975790,12,1,OUT,2025-08-21 10:32:00,2025-08-21 11:19:00,1
37367,B68339,COSU1683309,10,4,IN,2025-08-21 16:50:00,2025-08-21 17:03:00,2
37368,E27289,ONEU9644814,5,1,IN,2025-08-21 14:34:00,2025-08-21 15:05:00,2
37369,C39386,HLXU7096534,4,2,OUT,2025-08-21 16:31:00,2025-08-21 17:51:00,2
37370,B44612,CMAU3543010,2,3,IN,2025-08-21 17:16:00,2025-08-21 17:45:00,2
37371,C63562,COSU1146823,9,2,OUT,2025-08-21 08:01:00,2025-08-21 08:44:00,1
37372,F98563,ONEU8518759,1,3,OUT,2025-08-21 10:22:00,2025-08-21 10:54:00,1
37373,A31356,CMAU9314197,4,4,IN,2025-08-21 09:55:00,2025-08-21 10:54:00,1
37374,E28329,COSU2478808,11,2,OUT,2025-08-21 05:31:00,2025-08-21 06:29:00,3
37375,D62184,EGLV8680245,4,2,IN,2025-08-21 11:52:00,2025-08-21 12:45:00,1
37376,B70745,HLXU1378101,7,3,IN,2025-08-21 05:17:00,2025-08-21 06:06:00,3
37377,F94041,MSKU4696197,1,1,OUT,2025-08-21 15:38:00,2025-08-21 16:19:00,2
37378,A44451,HLXU5988018,8,1,OUT,2025-08-21 12:15:00,2025-08-21 12:48:00,1
37379,D11956,MSKU8168583,3,3,IN,2025-08-21 21:19:00,2025-08-21 22:14:00,2
37380,A51319,MSKU9682248,5,2,IN,2025-08-21 13:00:00,2025-08-21 13:12:00,1
37381,D92553,CMAU7686773,1,2,OUT,2025-08-21 07:29:00,2025-08-21 08:34:00,1
37382,D96782,COSU3986318,7,2,IN,2025-08-21 17:40:00,2025-08-21 18:05:00,2
37383,F72642,ONEU4267361,9,2,IN,2025-08-21 10:01:00,2025-08-21 10:50:00,1
37384,D26562,HLXU1948536,9,2,IN,2025-08-21 06:39:00,2025-08-21 07:25:00,1
37385,E70342,MSKU2518076,11,2,OUT,2025-08-21 20:37:00,2025-08-21 21:25:00,2
37386,E70283,EGLV3229713,4,2,OUT,2025-08-21 19:56:00,2025-08-21 20:27:00,2
37387,D59891,MSKU6872873,2,1,OUT,2025-08-21 08:41:00,2025-08-21 09:57:00,1
37388,E43968,HLXU4559866,3,2,OUT,2025-08-21 12:48:00,2025-08-21 14:01:00,1
37389,C68637,CMAU8360114,6,1,IN,2025-08-21 05:16:00,2025-08-21 05:53:00,3
37390,F49682,MSCU5312048,4,1,IN,2025-08-21 11:40:00,2025-08-21 12:48:00,1
37391,B46399,CMAU1808038,7,3,OUT,2025-08-21 07:37:00,2025-08-21 08:01:00,1
37392,D23850,EGLV8544131,1,2,OUT,2025-08-21 14:03:00,2025-08-21 14:52:00,2
37393,B16967,HLXU6154501,7,3,IN,2025-08-21 14:41:00,2025-08-21 15:25:00,2
37394,B27057,HLXU3071088,10,4,IN,2025-08-21 08:25:00,2025-08-21 09:01:00,1
37395,E29759,HLXU1870355,1,1,IN,2025-08-21 12:27:00,2025-08-21 13:30:00,1
37396,F45611,COSU8252838,9,2,OUT,2025-08-21 05:09:00,2025-08-21 05:43:00,3
37397,D10896,MSKU1753001,9,3,OUT,2025-08-21 07:40:00,2025-08-21 08:09:00,1
37398,D67659,COSU1244667,5,2,IN,2025-08-21 08:49:00,2025-08-21 09:47:00,1
37399,B81816,CMAU2353467,6,1,IN,2025-08-21 17:06:00,2025-08-21 18:01:00,2
37400,E85671,ONEU9728143,6,3,OUT,2025-08-21 17:26:00,2025-08-21 18:14:00,2
37401,B55081,CMAU7922482,7,1,OUT,2025-08-21 15:28:00,2025-08-21 16:07:00,2
37402,A34670,HLXU4554786,4,4,OUT,2025-08-21 22:45:00,2025-08-21 23:23:00,3
37403,F16124,HLXU4985889,1,2,OUT,2025-08-21 17:58:00,2025-08-21 18:04:00,2
37404,D89074,EGLV1457541,7,3,OUT,2025-08-21 19:14:00,2025-08-21 20:04:00,2
37405,B98132,COSU8324943,12,2,OUT,2025-08-21 20:27:00,2025-08-21 21:21:00,2
37406,A70211,COSU8001778,11,4,IN,2025-08-21 15:14:00,2025-08-21 15:51:00,2
37407,B18627,COSU6197677,1,1,IN,2025-08-21 21:22:00,2025-08-21 22:13:00,2
37408,E87801,CMAU3737597,7,2,OUT,2025-08-21 15:14:00,2025-08-21 15:51:00,2
37409,C60764,MSKU3402237,9,2,OUT,2025-08-21 17:57:00,2025-08-21 18:02:00,2
37410,D72913,ONEU1458594,9,1,OUT,2025-08-21 09:59:00,2025-08-21 10:31:00,1
37411,C21880,MSCU1015173,11,1,IN,2025-08-21 07:48:00,2025-08-21 09:01:00,1
37412,B55012,ONEU6873194,12,2,OUT,2025-08-21 18:51:00,2025-08-21 19:41:00,2
37413,E31184,COSU5123721,2,2,OUT,2025-08-21 19:43:00,2025-08-21 20:05:00,2
37414,C43962,CMAU6482552,6,1,IN,2025-08-21 05:10:00,2025-08-21 05:58:00,3
37415,A77149,CMAU2636484,12,4,OUT,2025-08-21 22:06:00,2025-08-21 23:14:00,3
37416,F59972,MSCU9563582,6,3,OUT,2025-08-21 09:37:00,2025-08-21 10:00:00,1
37417,C93159,MSKU3013982,3,4,OUT,2025-08-21 17:40:00,2025-08-21 18:09:00,2
37418,B70092,MSCU5494833,1,3,IN,2025-08-21 09:29:00,2025-08-21 10:22:00,1
37419,E48430,ONEU7448155,6,3,OUT,2025-08-21 06:20:00,2025-08-21 06:48:00,1
37420,A64990,ONEU2345349,2,1,IN,2025-08-21 21:00:00,2025-08-21 22:08:00,2
37421,A47659,ONEU5802929,8,3,OUT,2025-08-21 09:51:00,2025-08-21 10:28:00,1
37422,F63257,COSU7430346,12,3,IN,2025-08-21 21:01:00,2025-08-21 21:42:00,2
37423,E28779,ONEU8549770,2,2,IN,2025-08-21 16:09:00,2025-08-21 17:23:00,2
37424,D98560,HLXU4900586,9,2,OUT,2025-08-21 06:06:00,2025-08-21 06:50:00,1
37425,E77421,MSKU6720212,8,2,OUT,2025-08-21 11:49:00,2025-08-21 12:38:00,1
37426,C16929,MSCU2757675,10,2,IN,2025-08-21 05:51:00,2025-08-21 06:35:00,3
37427,E18407,MSKU1507287,10,4,OUT,2025-08-21 15:53:00,2025-08-21 16:58:00,2
37428,C85598,HLXU6807454,10,1,IN,2025-08-21 17:31:00,2025-08-21 17:36:00,2
37429,C89135,HLXU8536957,5,4,OUT,2025-08-21 16:13:00,2025-08-21 16:32:00,2
37430,E58529,CMAU4731817,2,4,OUT,2025-08-21 10:54:00,2025-08-21 12:11:00,1
37431,C43139,EGLV5139413,1,2,OUT,2025-08-21 19:19:00,2025-08-21 19:40:00,2
37432,A52709,CMAU4696766,9,3,IN,2025-08-21 07:46:00,2025-08-21 08:31:00,1
37433,F11010,COSU7620805,2,2,IN,2025-08-21 11:51:00,2025-08-21 12:09:00,1
37434,C59284,CMAU9389841,3,2,IN,2025-08-21 16:29:00,2025-08-21 17:12:00,2
37435,F15366,COSU2485957,9,2,OUT,2025-08-21 23:44:00,2025-08-22 01:03:00,3
37436,E77439,MSCU7895670,11,3,IN,2025-08-21 18:16:00,2025-08-21 18:30:00,2
37437,B46717,ONEU1959320,8,4,IN,2025-08-21 05:10:00,2025-08-21 05:49:00,3
37438,A53891,MSCU2613875,1,3,OUT,2025-08-21 19:49:00,2025-08-21 20:16:00,2
37439,F57128,HLXU5791774,2,2,OUT,2025-08-21 14:28:00,2025-08-21 15:16:00,2
37440,B34245,MSKU7969465,4,4,IN,2025-08-21 16:05:00,2025-08-21 16:54:00,2
37441,E39384,EGLV1447015,12,2,OUT,2025-08-21 06:04:00,2025-08-21 07:36:00,1
37442,E29793,COSU1100876,9,4,OUT,2025-08-21 10:39:00,2025-08-21 11:35:00,1
37443,B91760,MSKU2112585,8,2,OUT,2025-08-21 22:37:00,2025-08-21 23:24:00,3
37444,A35360,COSU3711399,10,4,OUT,2025-08-21 09:36:00,2025-08-21 10:22:00,1
37445,F18616,MSCU4846255,7,1,IN,2025-08-21 18:08:00,2025-08-21 19:05:00,2
37446,D44722,COSU4917968,6,2,IN,2025-08-21 05:44:00,2025-08-21 06:53:00,3
37447,C54632,CMAU9764665,12,1,IN,2025-08-21 14:12:00,2025-08-21 14:50:00,2
37448,F12821,COSU5201760,2,3,OUT,2025-08-21 06:44:00,2025-08-21 07:26:00,1
37449,E18884,CMAU5563768,8,2,IN,2025-08-21 07:15:00,2025-08-21 07:52:00,1
37450,C14791,ONEU8624887,1,1,IN,2025-08-21 19:26:00,2025-08-21 19:33:00,2
37451,A72476,EGLV9853092,11,3,IN,2025-08-21 09:12:00,2025-08-21 10:11:00,1
37452,D71895,MSKU5752104,10,1,OUT,2025-08-21 06:29:00,2025-08-21 06:52:00,1
37453,F70219,CMAU8558802,10,4,OUT,2025-08-21 22:02:00,2025-08-21 22:28:00,3
37454,E81092,ONEU8869318,10,3,IN,2025-08-21 09:37:00,2025-08-21 10:14:00,1
37455,D18312,MSKU1662292,10,2,OUT,2025-08-21 08:35:00,2025-08-21 09:42:00,1
37456,D89482,MSCU7758269,10,2,OUT,2025-08-21 16:52:00,2025-08-21 17:10:00,2
37457,C89973,MSKU2165820,12,4,IN,2025-08-21 16:25:00,2025-08-21 17:03:00,2
37458,B77603,MSCU2493140,9,1,IN,2025-08-21 22:47:00,2025-08-21 23:37:00,3
37459,E85059,MSCU9507211,12,3,OUT,2025-08-21 09:50:00,2025-08-21 10:36:00,1
37460,D56319,HLXU2479034,3,2,OUT,2025-08-21 18:51:00,2025-08-21 20:16:00,2
37461,C79749,COSU8650193,7,3,OUT,2025-08-21 23:08:00,2025-08-21 23:36:00,3
37462,C63915,HLXU4230795,2,2,IN,2025-08-21 15:49:00,2025-08-21 16:57:00,2
37463,B42714,MSKU7216386,6,3,IN,2025-08-21 21:24:00,2025-08-21 22:00:00,2
37464,E98482,ONEU4255025,10,2,IN,2025-08-21 17:58:00,2025-08-21 18:50:00,2
37465,B54338,MSCU9031154,2,1,IN,2025-08-21 09:39:00,2025-08-21 10:32:00,1
37466,C20761,MSCU6192477,1,4,OUT,2025-08-21 17:58:00,2025-08-21 19:10:00,2
37467,D78513,CMAU6595150,4,2,OUT,2025-08-21 15:31:00,2025-08-21 15:50:00,2
37468,E33638,COSU8550965,2,2,IN,2025-08-21 08:13:00,2025-08-21 09:17:00,1
37469,F66029,HLXU8269271,12,2,IN,2025-08-21 20:58:00,2025-08-21 21:21:00,2
37470,F18202,MSKU1081945,10,4,OUT,2025-08-21 14:40:00,2025-08-21 15:19:00,2
37471,F49275,HLXU8289984,7,4,OUT,2025-08-21 23:51:00,2025-08-22 01:07:00,3
37472,E88423,EGLV3687110,4,1,IN,2025-08-21 13:44:00,2025-08-21 14:19:00,1
37473,D43905,ONEU7364908,11,3,IN,2025-08-21 09:09:00,2025-08-21 09:44:00,1
37474,A82346,MSCU6746999,6,1,OUT,2025-08-21 11:22:00,2025-08-21 11:27:00,1
37475,D95955,EGLV7680436,5,2,IN,2025-08-21 18:46:00,2025-08-21 20:34:00,2
37476,E44784,MSCU9207386,8,4,OUT,2025-08-21 20:10:00,2025-08-22 01:43:00,2
37477,D80350,MSKU1222273,3,3,IN,2025-08-21 06:15:00,2025-08-21 07:11:00,1
37478,B91533,MSKU5572729,1,4,OUT,2025-08-21 14:06:00,2025-08-21 14:20:00,2
37479,C53923,MSCU2383431,11,4,OUT,2025-08-21 21:42:00,2025-08-21 22:11:00,2
37480,E69842,EGLV2334754,7,1,OUT,2025-08-21 23:01:00,2025-08-21 23:20:00,3
37481,C16227,ONEU4489288,12,1,IN,2025-08-21 08:55:00,2025-08-21 09:18:00,1
37482,D70512,MSKU4061607,9,2,OUT,2025-08-21 18:29:00,2025-08-21 19:25:00,2
37483,E16415,MSKU6414013,11,1,IN,2025-08-21 05:51:00,2025-08-21 07:08:00,3
37484,E76907,HLXU3180531,11,1,IN,2025-08-21 05:28:00,2025-08-21 06:34:00,3
37485,E93039,COSU3066041,1,1,OUT,2025-08-21 07:01:00,2025-08-21 07:52:00,1
37486,A43523,HLXU3366456,6,1,IN,2025-08-21 13:43:00,2025-08-21 14:17:00,1
37487,F82953,ONEU3153704,3,3,OUT,2025-08-21 18:00:00,2025-08-21 18:26:00,2
37488,D68242,MSCU6245114,11,3,IN,2025-08-21 14:41:00,2025-08-21 15:57:00,2
37489,A83795,COSU9092966,11,4,IN,2025-08-21 15:14:00,2025-08-21 16:04:00,2
37490,F11656,ONEU2130741,3,3,IN,2025-08-21 13:42:00,2025-08-21 14:37:00,1
37491,D20335,EGLV4060198,10,3,IN,2025-08-21 14:12:00,2025-08-21 14:45:00,2
37492,C33737,MSKU3710878,11,4,IN,2025-08-21 06:39:00,2025-08-21 07:44:00,1
37493,C63352,MSCU5058852,4,3,OUT,2025-08-21 17:18:00,2025-08-21 20:43:00,2
37494,C77243,COSU2399279,12,4,IN,2025-08-21 08:48:00,2025-08-21 10:13:00,1
37495,C98849,ONEU2513685,3,1,OUT,2025-08-21 07:09:00,2025-08-21 07:14:00,1
37496,E78683,MSKU2904513,12,2,OUT,2025-08-21 19:48:00,2025-08-21 20:06:00,2
37497,D18075,COSU7359021,5,1,IN,2025-08-21 09:28:00,2025-08-21 10:04:00,1
37498,F19077,CMAU2655624,3,1,IN,2025-08-21 06:30:00,2025-08-21 07:12:00,1
37499,B45749,COSU4463292,11,3,IN,2025-08-21 11:24:00,2025-08-21 12:26:00,1
37500,E49923,CMAU5263427,12,3,OUT,2025-08-21 12:59:00,2025-08-21 14:07:00,1
37501,B69462,HLXU2619350,1,3,OUT,2025-08-21 17:29:00,2025-08-21 18:08:00,2
37502,D36619,COSU5733561,4,2,OUT,2025-08-21 05:03:00,2025-08-21 06:05:00,3
37503,B57647,MSCU2302784,12,1,IN,2025-08-21 23:21:00,2025-08-22 00:23:00,3
37504,C83880,MSKU6393168,10,2,OUT,2025-08-21 19:03:00,2025-08-21 19:48:00,2
37505,F39666,COSU5737825,3,2,OUT,2025-08-21 22:45:00,2025-08-21 23:31:00,3
37506,C11048,MSKU9817935,6,2,OUT,2025-08-21 11:54:00,2025-08-21 13:16:00,1
37507,D83662,MSCU1743103,6,4,IN,2025-08-21 16:59:00,2025-08-21 17:56:00,2
37508,E98161,MSCU3162705,4,4,IN,2025-08-21 11:06:00,2025-08-21 11:51:00,1
37509,B88283,MSKU6403384,12,1,IN,2025-08-21 21:17:00,2025-08-21 22:13:00,2
37510,F15205,ONEU1048107,5,1,IN,2025-08-21 15:38:00,2025-08-21 16:40:00,2
37511,E75807,HLXU4887794,10,4,IN,2025-08-21 05:20:00,2025-08-21 06:27:00,3
37512,C75369,CMAU4718252,12,4,IN,2025-08-21 07:07:00,2025-08-21 08:25:00,1
37513,C96645,ONEU3844484,6,4,OUT,2025-08-21 22:30:00,2025-08-21 22:57:00,3
37514,F16768,MSCU1428777,8,4,OUT,2025-08-21 15:56:00,2025-08-21 16:41:00,2
37515,F96936,COSU1172796,6,3,OUT,2025-08-21 21:31:00,2025-08-21 22:22:00,2
37516,E23341,HLXU9097374,3,4,IN,2025-08-21 23:47:00,2025-08-22 00:25:00,3
37517,E63012,ONEU2092289,10,1,OUT,2025-08-21 23:07:00,2025-08-22 00:22:00,3
37518,E74861,MSKU1321681,11,4,OUT,2025-08-21 17:42:00,2025-08-21 18:28:00,2
37519,E13110,MSCU3489575,2,3,OUT,2025-08-21 21:58:00,2025-08-21 22:58:00,2
37520,A66812,ONEU6039881,12,3,IN,2025-08-21 23:25:00,2025-08-22 00:21:00,3
37521,B65768,ONEU3584969,3,2,OUT,2025-08-21 14:35:00,2025-08-21 15:16:00,2
37522,A12540,MSKU7692674,10,4,IN,2025-08-21 10:46:00,2025-08-21 11:15:00,1
37523,D28373,COSU2058050,11,1,OUT,2025-08-21 20:16:00,2025-08-21 20:44:00,2
37524,E13282,CMAU1594397,10,2,OUT,2025-08-21 15:20:00,2025-08-21 16:25:00,2
37525,C41172,ONEU4913413,7,4,OUT,2025-08-21 06:01:00,2025-08-21 06:35:00,1
37526,F74872,MSCU7624495,5,3,IN,2025-08-21 08:20:00,2025-08-21 08:36:00,1
37527,D29752,MSKU7639795,12,4,OUT,2025-08-21 09:43:00,2025-08-21 10:08:00,1
37528,D82457,MSCU3147916,3,2,OUT,2025-08-21 23:19:00,2025-08-22 00:32:00,3
37529,E56383,MSKU7436191,3,3,IN,2025-08-21 05:54:00,2025-08-21 06:12:00,3
37530,C30167,MSCU5993696,9,4,IN,2025-08-21 09:45:00,2025-08-21 10:49:00,1
37531,D34934,MSKU2121294,6,3,IN,2025-08-21 15:08:00,2025-08-21 16:15:00,2
37532,E70954,EGLV5742661,7,4,IN,2025-08-21 14:17:00,2025-08-21 15:11:00,2
37533,E57552,MSKU2574365,2,1,IN,2025-08-21 13:19:00,2025-08-21 13:38:00,1
37534,B52606,EGLV5481311,4,1,IN,2025-08-21 13:43:00,2025-08-21 14:29:00,1
37535,D92677,MSCU5956183,10,2,OUT,2025-08-21 22:49:00,2025-08-22 00:09:00,3
37536,D76784,MSCU1284611,3,2,IN,2025-08-21 16:45:00,2025-08-21 17:29:00,2
37537,F53231,ONEU1116322,4,1,OUT,2025-08-21 11:39:00,2025-08-21 12:32:00,1
37538,E21076,MSKU7162920,2,4,IN,2025-08-21 15:03:00,2025-08-21 16:12:00,2
37539,A19338,EGLV1547307,5,1,OUT,2025-08-21 18:26:00,2025-08-21 19:00:00,2
37540,F15763,COSU4533460,1,4,IN,2025-08-21 13:58:00,2025-08-21 14:23:00,1
37541,E66048,MSKU6449962,10,1,IN,2025-08-21 07:30:00,2025-08-21 07:35:00,1
37542,B51772,MSKU2717443,12,3,OUT,2025-08-21 05:36:00,2025-08-21 06:24:00,3
37543,C77853,HLXU6333936,2,4,IN,2025-08-21 20:25:00,2025-08-21 23:44:00,2
37544,A21201,MSCU9133413,6,3,OUT,2025-08-21 15:51:00,2025-08-21 15:59:00,2
37545,D38311,MSCU3569746,12,3,IN,2025-08-21 05:08:00,2025-08-21 06:07:00,3
37546,F64214,MSKU2128345,4,3,IN,2025-08-21 09:18:00,2025-08-21 09:53:00,1
37547,F87539,HLXU5322904,1,3,OUT,2025-08-21 19:15:00,2025-08-21 19:30:00,2
37548,E34404,HLXU7927911,6,3,IN,2025-08-21 06:05:00,2025-08-21 06:44:00,1
